id_proyecto,nombre_proyecto,direccion,id_programa,id_proyecto_estado,id_proyecto_subestado,coordenada_x,coordenada_y;;;;;;;;;;;;
;;;;;;;;;;;;
id_proyecto;dependencia;id_dependencia;nombre_proyecto;id_programa;nombre_programa;id_proyecto_estado;proyecto_estado;id_proyecto_subestado;proyecto_subestado;direccion;x;y
165;ADI;1;Parques-VII - Grupo 5 Parque La Pradera;21;Parques;3;Contractual;9;Terminado;C 114 Y 115 K 31;-7,47905E+15;1,0961E+16
166;ADI;1;Parques-VII - Grupo 5 Parque Bulevar Caribe Verde Fase 1;21;Parques;3;Contractual;7;En_Ejecución;C 110 K 9G;-7,48316E+15;1,0949E+16
167;ADI;1;Parques-VII - Grupo 5 Parque Juan Mina;21;Parques;3;Contractual;9;Terminado;VÍA 11 C 6;-7,47894E+15;1,09966E+16
168;ADI;1;Parques-VII - Grupo 5 Parque Virgencita de los Trupillos;21;Parques;3;Contractual;9;Terminado;K 21E C 27B;-7,48093E+15;1,09363E+16
169;ADI;1;Parques-VII - Grupo 5 Parque El Gusanito;21;Parques;3;Contractual;7;En_Ejecución;K 16A C 27B;-7,48078E+15;1,09315E+16
170;ADI;1;Parques-VII - Grupo 5 Parque Las 5 Estrellas;21;Parques;3;Contractual;7;En_Ejecución;C 84B K 37;-7,47873E+15;1,09834E+16
171;ADI;1;Parques-VII - Grupo 6 Parque Siete Bocas;21;Parques;3;Contractual;7;En_Ejecución;C 62 K 2 Y 2C TRANV. 1C;-74,88635339;10,9549434
172;ADI;1;Parques-VII - Grupo 6 Cancha Las Terrazas - Villa del Rosario;21;Parques;3;Contractual;9;Terminado;C 83A K 35;-7,48679E+15;1,10347E+15
173;ADI;1;Parques-VII - Grupo 6 Cancha los Tubos;21;Parques;3;Contractual;7;En_Ejecución;K 1C C41C;-7,48576E+15;1,09694E+15
174;ADI;1;Parques-VII - Grupo 6 Cancha el Brasil;21;Parques;3;Contractual;9;Terminado;TRANSV. 5C C 55C;-7,4793E+15;1,09784E+16
175;ADI;1;Parques-VII - Grupo 6 Parque La Solución;21;Parques;3;Contractual;7;En_Ejecución;C 32 K 7D;-7.477.652.474.858.360;10.986.738.065.258.200
176;ADI;1;Parques-VII - Grupo 7 Parque El Pekin -  La 16;21;Parques;3;Contractual;7;En_Ejecución;K 20 C 16;-748.290.548.058.624;1.098.300.189.205.640
177;ADI;1;Parques-VII - Grupo 7 Cancha La Monumental De Happy;21;Parques;3;Contractual;7;En_Ejecución;CALLE 78 CON CARRERA 9SUR;-7.479.609.803.139.230;10.942.597.394.034.100
178;ADI;1;Parques-VII - Grupo 7 Parque San Felipe;21;Parques;3;Contractual;9;Terminado;C 70C K 24B;-7.477.149.491.248.320;10.970.257.723.946.500
179;ADI;1;Parques-VII - Grupo 7 Cancha de Minifutbol 7 de Abril;21;Parques;3;Contractual;7;En_Ejecución; K 15 SUR 73 20;-7.478.885.627.556.960;10.998.144.256.695.100
180;ADI;1;Parques-VII - Grupo 7 Parque Los Trupillos 2;21;Parques;3;Contractual;7;En_Ejecución;K 21E C 27B;-7.478.864.820.039.440;10.998.223.932.687.900
181;ADI;1;Parques-VII - Grupo 7 Cancha Barranquilla;21;Parques;;;;;-0,005;-7.486.915.436.172.980;11.031.898.533.749.400
182;ADI;1;Parques-VII - Grupo 7 Parque Las Nieves II;21;Parques;3;Contractual;9;Terminado;K15 C24;-7.482.859.547.631.980;10.934.169.874.964.400
183;ADI;1;Parques-VII - Grupo 7 Parque Villa Campito;21;Parques;3;Contractual;9;Terminado;K10 C 36B;-74,782243;10,9859
184;ADI;1;Parque-VIII-Grupo 1 BULEVAR DE SIMON BOLIVAR;21;Parques;2;Precontractual;6;Perfeccionamiento_y_Legalización;C 19 K 1B Y 7C;-74,787551;10,986794
185;ADI;1;Parque-VIII-Grupo 1 PARQUE LAS DUNAS ;21;Parques;2;Precontractual;6;Perfeccionamiento_y_Legalización;CL 36A Y 36B C K 3B;-74,782512;10,92094
186;ADI;1;Parque-VIII-Grupo 1 CANCHA EL EDEN;21;Parques;2;Precontractual;6;Perfeccionamiento_y_Legalización;C 103 K 29 ;-74,782243;10,9859
187;ADI;1;Parque-VIII-Grupo 1 CANCHA LA ESMERALDA METRO BARRO ;21;Parques;2;Precontractual;6;Perfeccionamiento_y_Legalización;K 16 DIAGONAL 74-74A;-74,782512;10,92094
188;ADI;1;Parque-VIII-Grupo 1 CANCHA SANTA MARTA;21;Parques;2;Precontractual;6;Perfeccionamiento_y_Legalización;K 5C C 19;;
189;ADI;1;Parque-VIII-Grupo 1 CANCHA SIMON BOLIVAR;21;Parques;2;Precontractual;6;Perfeccionamiento_y_Legalización;K 4C Y 5 C 19 Y 23;;
190;ADI;1;Parque-VIII-Grupo 2 BULEVAR LAS GARDENIAS;21;Parques;2;Precontractual;6;Perfeccionamiento_y_Legalización;C 98C K1E 3C;;
191;ADI;1;Parque-VIII-Grupo 2 CANCHA SANTA CRUZ;21;Parques;2;Precontractual;6;Perfeccionamiento_y_Legalización;K 1B2 - CL 46J Y 46G ;;
192;ADI;1;Parque-VIII-Grupo 2 PARQUE LOS GIRASOLES;21;Parques;2;Precontractual;6;Perfeccionamiento_y_Legalización;K14 SUR CALLE 47A;;
193;ADI;1;Parque-VIII-Grupo 2 PARQUE LA CEIBA;21;Parques;2;Precontractual;6;Perfeccionamiento_y_Legalización;K 14 C 60;;
194;ADI;1;Parque-VIII-Grupo 2 CANCHA LA MONA;21;Parques;2;Precontractual;6;Perfeccionamiento_y_Legalización;;;
195;ADI;1;Parque-VIII-Grupo 2 CANCHA ROCA PIEDRA ;21;Parques;2;Precontractual;6;Perfeccionamiento_y_Legalización;C45 E K1J;;
196;ADI;1;"Parque-VIII-Grupo 2 CANCHA DE MICROFUTBOL ""SOCIEDAD DE CRISTO""";21;Parques;2;Precontractual;6;Perfeccionamiento_y_Legalización;K 26C4 C 79;;
197;ADI;1;Parque-VIII-Grupo 2 CANCHA SANTA MARIA ;21;Parques;2;Precontractual;6;Perfeccionamiento_y_Legalización;KR 3B SUR C 77;;
198;ADI;1;Parque-VIII-Grupo 2 PARQUE Y CANCHA EL PANA;21;Parques;2;Precontractual;6;Perfeccionamiento_y_Legalización;K 2G 53B 15;;
199;ADI;1;Parque-VIII-Grupo 2 PARQUE LAS PALMAS 2;21;Parques;2;Precontractual;6;Perfeccionamiento_y_Legalización;C 33 Y 33A K 8;;
200;ADI;1;Parque-VIII-Grupo 3 MALECON DE REBOLO - CALLE 30;21;Parques;3;Contractual;7;En_Ejecución;C 29 Y 30 K  21B;;
201;ADI;1;Parque-VIII-Grupo 3 ECOPARQUE METROPOLITANO;21;Parques;3;Contractual;;;C 46 Kk 12A SUR;;
202;ADI;1;Parque-VIII-Grupo 3 PARQUE URBANIZACIÓN LA PLAYA;21;Parques;3;Contractual;7;En_Ejecución;K 24 C 9 Y 9A;;
203;ADI;1;Parque-VIII-Grupo 3 PARQUE LOS MUÑECOS;21;Parques;3;Contractual;7;En_Ejecución;K 1B Y 1C C 42;;
204;ADI;1;Parque-VIII-Grupo 3 CANCHA CEVILLAR;21;Parques;3;Contractual;;;K 14 C 54;;
205;ADI;1;Parque-VIII-Grupo 3 CANCHA JUAN MINA ;21;Parques;3;Contractual;7;En_Ejecución;CL8 K7 ;;
206;ADI;1;Parque-VIII-Grupo 3 PARQUE PRADITO;21;Parques;3;Contractual;;;C 46A K 1C;;
207;ADI;1;Parque-VIII-Grupo 3 PARQUE CAMPO ALEGRE 3;21;Parques;3;Contractual;;;K 41A - CL 84B ;;
208;ADI;1;Parque-VIII-Grupo 3 PARQUE VILLAS DE SAN PABLO - EXTENCIÓN;21;Parques;3;Contractual;;;K 9G C 134;;
209;ADI;1;Parque-VIII-Grupo 3 CANCHA VILLA SAN PEDRO;21;Parques;3;Contractual;;;K 6P Y 6Q - C 102 Y 102A;;
210;ADI;1;Parque-VIII-Grupo 3 PARQUE LA ESMERALDA  - DIAGONAL 77 K21B;21;Parques;3;Contractual;;;DIAGONAL 77 K21B;;
211;ADI;1;Parque-VIII-Grupo 3 PLACITA LOS PESCADORES;21;Parques;3;Contractual;;;K 87 Y 88 C 109;;
212;ADI;1;Parque-VIII-Grupo 8 PARQUE CRISTO RESUCITADO - LA PLAYA;21;Parques;2;Precontractual;;;K 10 C 15;;
213;ADI;1;Parque-VIII-Grupo 3 ESPACIO RESIDUAL SANTA MARIA;21;Parques;3;Contractual;;;KR 1 CL 79;;
214;ADI;1;Parque-VIII-Grupo 3 PARQUE VILLA SAN PEDRO 1;21;Parques;3;Contractual;;;C 96A K 6C Y 6D ;;
215;ADI;1;Parque-VIII-Grupo 3 PARQUE MIRAMAR - CICLOMONTAÑISMO;21;Parques;3;Contractual;7;En_Ejecución;K 42F C99A;;
216;ADI;1;Parque-VIII-Grupo 4 PARQUE BARLOVENTO;21;Parques;3;Contractual;;;VIA 40 CON CARRERA 50;;
217;ADI;1;Parque-VIII-Grupo 4 PARQUE CIUDAD MODESTO 2;21;Parques;3;Contractual;7;En_Ejecución;K 13B C 84;;
218;ADI;1;Parque-VIII-Grupo 8 PARQUE Y CANCHA JHON JAIRO HURTADO;21;Parques;3;Contractual;7;En_Ejecución;K 1A C 50D Y 51;;
219;ADI;1;Parque-VIII-Grupo 8 PLAZA JARDÍN ÁGUILA - BARRIO ABAJO;21;Parques;3;Contractual;7;En_Ejecución;k 50B C 42;;
220;ADI;1;Parque-VIII-Grupo 8 PARQUE LOS MUSICOS;21;Parques;3;Contractual;;;C 72 K 46;;
221;ADI;1;Parque-VIII-Grupo 8 PARQUE SAN SALVADOR;21;Parques;3;Contractual;;;C 85 K 78D;;
222;ADI;1;Parque-VIII-Grupo 8 CANCHA LOS PINOS;21;Parques;3;Contractual;;;C 55 K 26;;
223;ADI;1;Parque-VIII-Grupo 8 PARQUE LOS ENAMORADOS;21;Parques;3;Contractual;;;C 45 K 41;;
224;ADI;1;Parque-VIII-Grupo 8 PARQUE LA PIÑUELA ;21;Parques;3;Contractual;;;C 8 K 5;;
225;ADI;1;Parque-VIII-Grupo 8 PARQUE TAYRONA;21;Parques;3;Contractual;;;K 7D C 32;;
226;ADI;1;Parque-VIII-Grupo 8 PARQUE SAN FELIPE;21;Parques;3;Contractual;;;C 68 Y 68B K 24B Y 24C;;
227;ADI;1;Parque-VIII-Grupo 8 PARQUE KALAMARY 1;21;Parques;3;Contractual;;; K 29 C 84A Y 85;;
228;ADI;1;Parque-VIII-Grupo 8 NORIA - MALECON DEL RIO;21;Parques;3;Contractual;7;En_Ejecución;VIA 40 CON CALLE 72;;
229;ADI;1;Parque-VIII-Grupo 8 EL EDEN II;21;Parques;3;Contractual;;;K 28 C 102A;;
230;ADI;1;Parque-VIII-Grupo 8 EL CAMPITO III;21;Parques;3;Contractual;;;C 36B K 8B;;
231;Siembra+;8;Huertas Comunitarias - Juan Mina;15;Huertas;3;Contractual;7;En_Ejecución;EL REPOSO LT 1;;
232;Siembra+;8;Huertas Comunitarias - La Paz;15;Huertas;4;Postcontractual;9;Terminado;CARRERA 12A CALLE 99D;;
233;Siembra+;8;Huertas Comunitarias - Las Gardenias;15;Huertas;4;Postcontractual;9;Terminado;CALLE 96 CRA 1E;;
234;Siembra+;8;Huertas Comunitarias - Lipaya;15;Huertas;4;Postcontractual;9;Terminado;CALLE 73D CARRERA 9J1 ;;
235;PDO;7;Centro Comercial Estadio Metropolitano;11;Escenarios deportivos ;1;Formulación;1;Proyecto_Fase_I_Prefactibilidad;;;
236;PDO;7;Movistar Arena;9;Edificaciones culturales ;1;Formulación;1;Proyecto_Fase_I_Prefactibilidad;;;
237;PDO;7;Noria - Gran Malecón;16;Malecón ;3;Contractual;7;En_Ejecución;;;
238;PDO;7;Puerto de Aguas Profundas - Canal de Acceso;7;Consultoría;1;Formulación;1;Proyecto_Fase_I_Prefactibilidad;;;
239;PDO;7;Riesgos POT;7;Consultoría;4;Postcontractual;9;Terminado;;;
240;PDO;7;Ecoparque Mallorquin-1252 - UF-4 Distrito Aventura;8;EcoParque Mallonquín;4;Postcontractual;9;Terminado;;;
241;PDO;7;Recuperación Caños - Ahuyama y Mercado [Estudios y Diseños] (AECID);27;Tranformación de Entornos Urbanos;4;Postcontractual;9;Terminado;;;
242;PDO;7;Ecoparque Mallorquin-BID - Plan de Recuperación Ambiental;8;EcoParque Mallonquín;1;Formulación;3;Proyecto_Fase_III_Diseños_definitivos_y_detalles;;;
243;PDO;7;Ecoparque Mallorquin-1087 - UF 3 - Tierra (Antiguo Botadero);8;EcoParque Mallonquín;3;Contractual;7;En_Ejecución;;;
244;PDO;7;Hyper Scale Data Center;7;Consultoría;1;Formulación;1;Proyecto_Fase_I_Prefactibilidad;;;
245;PDO;7;IUB_Baq - S. Centro Histórico, Renovación Fase I [Piso 1 + Dotación];28;Universidad;4;Postcontractual;9;Terminado;Calle 42 #45-22;;
246;PDO;7;IUB_Baq - S. Centro Histórico, Renovación Fase II [Laboratorio, Aulas P2 y Cerramiento];28;Universidad;4;Postcontractual;3;Proyecto_Fase_III_Diseños_definitivos_y_detalles;Calle 42 #45-22;;
247;PDO;7;IUB_Baq - S. Centro Histórico, Renovación Fase Mantenimiento [Aulas, Reforzamiento estructural y Cubierta];28;Universidad;4;Postcontractual;7;En_Ejecución;Calle 42 #45-22;;
248;PDO;7;IUB_Baq - S. Centro Histórico, Renovación Fase III [Reforzamiento Estructural y Aulas P2];28;Universidad;3;Contractual;7;En_Ejecución;Calle 42 #45-22;;
249;K-yena;5;Ener_Sostenible-4482 - INSTECO Jesus Misericordioso N1;13;Generación;3;Contractual;7;En_Ejecución;Cra 4 Sur # 99C-46;;
250;K-yena;5;Ener_Sostenible-4482 - PASO Ferry;13;Generación;4;Postcontractual;9;Terminado;Cra. 7b # 6 - 203;;
251;K-yena;5;Ener_Sostenible-4482 - PASO Las Palmas;13;Generación;4;Postcontractual;9;Terminado;CRA 7 D # 34 - 55;;
252;K-yena;5;Ener_Sostenible-4482 - PASO Universal;13;Generación;4;Postcontractual;9;Terminado;CALLE 96 CRA 1 G;;
253;K-yena;5;Ener_Sostenible-4482 - Pista de Atletismo;13;Generación;4;Postcontractual;9;Terminado;CRA 1 SUR N#45-99;;
254;K-yena;5;Ener_Sostenible-4482 - PASO Rebolo;13;Generación;4;Postcontractual;9;Terminado;CALLE 16 # 29-44;;
255;K-yena;5;Ener_Sostenible-4482 - PASO San José;13;Generación;4;Postcontractual;9;Terminado;Carrera 21 # 39 - 59;;
256;K-yena;5;Ener_Sostenible-4482 - IED para el desarrollo humano Maria Cano ;13;Generación;3;Contractual;7;En_Ejecución;CARRERA 8G # 35A - 33;;
257;K-yena;5;Ener_Sostenible-4482 - PASO Santo Domingo;13;Generación;4;Postcontractual;9;Terminado;Calle 53 N° 3A-22;;
258;K-yena;5;Ener_Sostenible-4482 - PASO Nueva Era;13;Generación;4;Postcontractual;9;Terminado;Cra 27 N° 83- 116;;
259;K-yena;5;Ener_Sostenible-4482 - PASO Juan Mina;13;Generación;4;Postcontractual;9;Terminado;Calle 7 # 6-33;;
260;K-yena;5;Ener_Sostenible-4482 - PASO Las Malvinas;13;Generación;3;Contractual;7;En_Ejecución;Calle 99 C N° 9 C- 33;;
261;K-yena;5;Ener_Sostenible-4482 - PASO Rosour;13;Generación;3;Contractual;7;En_Ejecución;Calle 98 N° 9G-10;;
262;K-yena;5;Ener_Sostenible-4482 - PASO La Villa;13;Generación;3;Contractual;7;En_Ejecución;Cra 9G # 97A - 18;;
263;K-yena;5;Ener_Sostenible-4482 - PASO Julio Montes;13;Generación;4;Postcontractual;9;Terminado;Carrera 23 # 27-16;;
264;K-yena;5;Ener_Sostenible-4482 - PASO La sierrita ;13;Generación;4;Postcontractual;9;Terminado;Cl. 74 #5E-0;;
265;K-yena;5;Ener_Sostenible-4482 - IED Del Barrio Simon Bolivar;13;Generación;3;Contractual;7;En_Ejecución;Cra. 7d #17 - 89;;
266;K-yena;5;Ener_Sostenible-4482 - IED de formacion Integral;13;Generación;4;Postcontractual;9;Terminado;Cl. 24b #4-02;;
267;K-yena;5;Ener_Sostenible-4482 - IED Inmaculada Concepcion (ANT. CEB N.005);13;Generación;4;Postcontractual;9;Terminado;Tv. 1f # 88 - 60;;
268;K-yena;5;Ener_Sostenible-4482 - IED de las Nieves N1;13;Generación;4;Postcontractual;9;Terminado;Cra 15 # 21 - 15;;
269;K-yena;5;Ener_Sostenible-4482 - CD Jose Eusebio Caro NC1 ;13;Generación;3;Contractual;8;Suspendido;Cra 33 # 45 - 71;;
270;K-yena;5;Ener_Sostenible-4482 - CD Santo Domingo de Guzman CEB N.027;13;Generación;4;Postcontractual;9;Terminado;Cra. 2 #78-36;;
271;K-yena;5;Ener_Sostenible-4482 - Bomberos Tecnoglass;13;Generación;3;Contractual;8;Suspendido;Cl. 110 #53-1670;;
272;K-yena;5;Ener_Sostenible-4482 - Bomberos el Eden;13;Generación;3;Contractual;7;En_Ejecución;Calle 83B con 27;;
273;K-yena;5;Ener_Sostenible-4482 - Casa Ludica La Paz;13;Generación;3;Contractual;8;Suspendido;Cl. 104 #14-70;;
274;K-yena;5;Ener_Sostenible-4482 - Escuela Normal Superior del Distrito;10;Eficiencia_Energética;4;Postcontractual;9;Terminado;Calle 47 # 44 - 100;;
275;K-yena;5;Ener_Sostenible-4482 - Instituto Distrital de Experiencias Pedagógicas IDEP;10;Eficiencia_Energética;4;Postcontractual;9;Terminado;CLL 55 # 43-77 ;;
276;K-yena;5;Ener_Sostenible-4482 - IED Helena de Chauvin;10;Eficiencia_Energética;4;Postcontractual;9;Terminado;K 20C 21 66;;
277;K-yena;5;Ener_Sostenible-4482 - IED María Inmaculada;10;Eficiencia_Energética;4;Postcontractual;9;Terminado;Cra. 29 #70B-60;;
278;K-yena;5;Ener_Sostenible-4482 - IED Santa Magdalena Sofía 2;10;Eficiencia_Energética;4;Postcontractual;9;Terminado;Cl. 84b #76-17;;
279;K-yena;5;Ener_Sostenible-4482 - IED Betania Norte (ANT JARDIN INF. DIS. 001);10;Eficiencia_Energética;4;Postcontractual;9;Terminado;CLL 76 # 38A;;
280;K-yena;5;Ener_Sostenible-4482 - IED Juan Acosta Solera;10;Eficiencia_Energética;4;Postcontractual;9;Terminado;CL 112 B 24 14;;
281;K-yena;5;Ener_Sostenible-4482 - IED Jorge ISSAC;13;Generación;3;Contractual;7;En_Ejecución;Cra 4A # 24B -21;;
282;K-yena;5;Ener_Sostenible-4482 - Pista BMX;13;Generación;3;Contractual;7;En_Ejecución;Cra 73 con 95;;
283;K-yena;5;Ener_Sostenible-4482 - IED Santa María;13;Generación;3;Contractual;7;En_Ejecución;Cra. 5 Sur #78b- 80;;
284;K-yena;5;Ener_Sostenible-4482 - PASO Esmeralda Lipaya;13;Generación;4;Postcontractual;9;Terminado;Calle 73 N°12-19;;
285;K-yena;5;Ener_Sostenible-4482 - PASO Nueva Vida;13;Generación;3;Contractual;7;En_Ejecución;Cra. 9 Sur #49-16;;
286;K-yena;5;Ener_Sostenible-4482 -  IED SANTA BERNARDITA ;10;Eficiencia_Energética;4;Postcontractual;9;Terminado;Calle 69d # 39 - 23 ;;
287;K-yena;5;Ener_Sostenible-4482 -  Colegio Dsitritral Juan José Rondon ;10;Eficiencia_Energética;4;Postcontractual;9;Terminado;Cra 25B # 68 - 20;;
288;K-yena;5;Ener_Sostenible-4482 - CAI Los Olivos;13;Generación;3;Contractual;7;En_Ejecución;Cra. 20 #112d-2;;
289;K-yena;5;Ener_Sostenible-4482 - CAI Las Gardenias;13;Generación;3;Contractual;7;En_Ejecución;Cl. 96 #1e-5,;;
290;K-yena;5;Ener_Sostenible-4482 - Centro de Vida Bajo Valle;13;Generación;3;Contractual;8;Suspendido;K 18 # 71 - 13;;
291;K-yena;5;Ener_Sostenible-4482 - PASO San Salvador;13;Generación;4;Postcontractual;9;Terminado;Calle 84 # 80 - 30;;
292;K-yena;5;Ener_Sostenible-4482 - CAI Villa Carolina;13;Generación;3;Contractual;7;En_Ejecución;Cra 71 # 89 - 22;;
293;K-yena;5;Ener_Sostenible-4482 - CAI Los Andes;13;Generación;4;Postcontractual;9;Terminado;CL 64 # 23 - 126;;
294;K-yena;5;Ener_Sostenible-4482 - IED Santa Magdalena Sofía NIC 1;13;Generación;3;Contractual;7;En_Ejecución;Cl. 84b #76-17;;
295;K-yena;5;Ener_Sostenible-4482 - Escuela Normal Superior La Hacienda;13;Generación;4;Postcontractual;9;Terminado;Cra 35 # 72 - 83;;
296;K-yena;5;Ener_Sostenible-4482 - Instituto Alexander Von Humboldt;13;Generación;3;Contractual;7;En_Ejecución;Cra 35 # 72 - 35;;
297;K-yena;5;Ener_Sostenible-4482 - IED Calixto Alvarez;13;Generación;3;Contractual;7;En_Ejecución;Cra 15 # 21 - 11;;
298;K-yena;5;Ener_Sostenible-4482 - IED  José Martí;13;Generación;4;Postcontractual;9;Terminado;Cra 8 # 17 - 40;;
299;K-yena;5;Ener_Sostenible-4482 - PASO Galán Nuevo;13;Generación;3;Contractual;7;En_Ejecución;Cra 2 # 38B - 08;;
300;K-yena;5;Ener_Sostenible-4482 - IED Luis Carlos Galán Sarmiento;13;Generación;3;Contractual;7;En_Ejecución;KR 7 A # - 6 32;;
301;K-yena;5;Ener_Sostenible-4482 - IED Rodolfo Llinás Riascos;13;Generación;3;Contractual;7;En_Ejecución;CL 35 # 7B - 40;;
302;K-yena;5;Ener_Sostenible-4482 - Colegio Distrital San José;13;Generación;3;Contractual;7;En_Ejecución;Cra 21 # 39 - 10;;
303;K-yena;5;Ener_Sostenible-4482 - IED Tec Div Alberto Assa;13;Generación;3;Contractual;7;En_Ejecución;CL 101 # 6 L - 170 ;;
304;K-yena;5;Ener_Sostenible-4482 - Inst Tec nal de Comercio;13;Generación;3;Contractual;7;En_Ejecución;Cra. 62 #52-85;;
305;K-yena;5;Ener_Sostenible-4482 -  IED Miguel Angel Builes;10;Eficiencia_Energética;4;Postcontractual;9;Terminado;KR 2 F 50 D 27;;
306;K-yena;5;Ener_Sostenible-4482 -  IED Ciudadela Estudiantil;10;Eficiencia_Energética;4;Postcontractual;9;Terminado;Cra. 1 #47 - 49;;
307;K-yena;5;Ener_Sostenible-4482 -  Inst Tec de Comercio de Barranquilla;10;Eficiencia_Energética;4;Postcontractual;9;Terminado;Cl. 47 #42-60;;
308;K-yena;5;Ener_Sostenible - Parque Fotovoltaico;13;Generación;3;Contractual;7;En_Ejecución;EL REPOSO LT 1;;
309;K-yena;5;Ener_Sostenible-4482 -  IED Fundación Pies Descalzos La Playa;10;Eficiencia_Energética;4;Postcontractual;9;Terminado;Cl. 14 #17-80;;
310;K-yena;5;Ener_Sostenible-4482 -  IED Nuevo Bosque Pies Descalzos;10;Eficiencia_Energética;4;Postcontractual;9;Terminado;CRA 9G # 135B - 7;;
311;K-yena;5;Ener_Sostenible-4482 -  Colegio Distrital Camilo Torres Tenorio;10;Eficiencia_Energética;4;Postcontractual;9;Terminado;CRA 35 # 51B - 37;;
312;K-yena;5;Ener_Sostenible-4482 - IED Brisas del Río;10;Eficiencia_Energética;3;Contractual;7;En_Ejecución;Via 40 # 46A - 50;;
313;K-yena;5;Ener_Sostenible-4482 - IED Manuel Elkin Patarroyo;10;Eficiencia_Energética;3;Contractual;7;En_Ejecución;Cra 26 # 85 - 199;;
314;K-yena;5;Ener_Sostenible-4482 - IED La Magdalena;10;Eficiencia_Energética;3;Contractual;7;En_Ejecución;Calle 41 # 7 - 07;;
315;K-yena;5;Ener_Sostenible-4482 - Colegio Dist Tecnico Rebolo;10;Eficiencia_Energética;3;Contractual;7;En_Ejecución;Calle 6A # 32 - 05;;
316;K-yena;5;Ener_Sostenible-4482 - IED Antonio José de Sucre Sede 1;10;Eficiencia_Energética;3;Contractual;7;En_Ejecución;Calle 54 # 64 - 30;;
317;K-yena;5;Ener_Sostenible-4482 - IED Antonio José de Sucre Sede 2;10;Eficiencia_Energética;3;Contractual;7;En_Ejecución;Cra 65 # 52 - 19;;
318;K-yena;5;Ener_Sostenible-4482 - IED Evelyne Abuchaibe de Daes;10;Eficiencia_Energética;3;Contractual;7;En_Ejecución;Calle 17A # 13 - 190;;
319;K-yena;5;Ener_Sostenible - GD Las Gardenias;13;Generación;3;Contractual;7;En_Ejecución;Calle 98 # 2Sur - 5;;
320;IUB;4;IUB_Baq - S. Centro Histórico, Renovación Fase III [Reforzamiento Estructural y Aulas P2];28;Universidad;3;Contractual;7;En_Ejecución;Calle 42 #45-22;;
321;IUB;4;IUB_Baq - S. Plaza de la Paz, Construcción CTD, Adecuación Laboratorios y Baños;28;Universidad;3;Contractual;7;En_Ejecución;Carrera 45 #48-31;;
322;IUB;4;IUB_Sol - S. Lote, Cerramiento y Área deportiva;28;Universidad;3;Contractual;7;En_Ejecución;MZ 6 URB Ciiudad del Puerto;;
323;IUB;4;IUB_Baq - S. Centro Histórico, Renovación Fase III [Aulas, Reforzamiento estructural y Cubierta];28;Universidad;3;Contractual;7;En_Ejecución;Calle 42 #45-22;;
324;IUB;4;IUB_Sol - S. Lote, Construcción Nueva Sede;28;Universidad;1;Formulación;3;Proyecto_Fase_III_Diseños_definitivos_y_detalles;MZ 6 URB Ciiudad del Puerto;;
