;id_proyecto;nombre_proyecto;direccion;id_programa;id_proyecto_estado;id_proyecto_subestado;coordenada_x;coordenada_y;valor_inicial_obra;valor_total_adicionado_obra;valor_total_facturado_obra;valor_total_pagado_obra;valor_inicial_interventoria;valor_total_adicionado_interventoria;valor_total_facturado_interventoria;valor_total_pagado_interventoria;fecha_entrega;ampliacion_contractual;;
;101;MejoramientoViviendas-0003 - Módulo 5;null;20;3;7;null;null;$ 21.780.568.433,00;null;$ 3.807.404.819,92;$ 3.807.404.819,92;$ 1.097.083.327,57;null;null;null;31/12/2025;false;;
;102;MejoramientoViviendas-0003 - Módulo 6;null;20;3;7;null;null;$ 21.702.051.293,00;null;$ 7.752.769.724,22;$ 6.754.140.321,42;$ 1.093.128.433,30;null;null;null;31/12/2025;false;;
;103;MejoramientoViviendas-0003 - Módulo 7;null;20;3;7;null;null;$ 24.690.129.955,96;null;$ 19.974.777.806,41;$ 13.092.035.270,12;$ 1.243.637.419,91;null;null;null;31/08/2025;false;;
;104;MejoramientoViviendas-0003 - Módulo 8;null;20;3;7;null;null;$ 24.448.561.482,54;null;$ 6.464.960.935,10;$ 5.478.371.465,60;$ 1.231.469.659,21;null;null;null;31/12/2025;false;;
;105;Mantenimiento de estaciones (Transmetro), portal de soledad y estación de retorno joe arroyo de transmetro;null;25;4;9;null;null;$ 1.870.047.572,00;null;$ 1.870.047.572,00;$ 1.525.150.290,36;null;null;null;null;27/07/2024;false;;
;106;InfraEducativa-4513 - IED Sofia Camargo de Lleras sede 1- FASE 1[Construcción];CALLE 53D # 21- 36;5;3;7;-74,7997804;10,96771413;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;12/10/2024;false;;
;107;InfraEducativa-4513 - IED Sofia Camargo de Lleras sede 1- FASE 2[Construcción];CALLE 53D # 21- 36;5;3;7;-74,7997804;10,96771413;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;24/01/2025;false;;
;108;InfraEducativa-4513 - IED Sofia Camargo de Lleras sede 1- FASE 3[Construcción];CALLE 53D # 21- 36;5;3;7;-74,7997804;10,96771413;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;30/06/2025;false;;
;109;InfraEducativa-4513 - IED Salvador Suarez Suarez [Construcción]; CARRERA 25B No 55 – 30;5;3;7;-74,79789759;10,9742657;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;28/12/2024;false;;
;110;InfraEducativa-4513 - IED San Luis Sede Gardenias[Construcción];CALLE 98C # 1E-99;5;3;7;-74,82961568;10,93613847;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;10/02/2025;false;;
;111;InfraEducativa-4513 - IED La Américas [Construcción];CARRERA 4A # 54C-06;5;3;7;-74,8119341;10,94489936;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;30/06/2025;false;;
;112;InfraEducativa-4513 - IED INSTECO sede 2 [Construcción];CALLE 40 # 38-50;5;3;7;-74,78124112;10,97923799;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;30/06/2025;false;;
;113;InfraEducativa-4513 - IED María Inmaculada;CARRERA 29 # 70B-60;5;3;7;-74,80920855;10,97927555;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;7/02/2025;false;;
;114;InfraEducativa-4513 - IED Olaya;CALLE 70b #27B-36;5;3;7;74,80826548;10,97775238;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;2/04/2025;false;;
;115;InfraEducativa-4513 - IED Fundación Pies Descalzos;CL 14 17 80;5;3;7;null;null;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;30/08/2025;false;;
;116;InfraEducativa-4513 - IED Luis Carlos Galán Sarmiento;KR 15 14 02;5;3;7;null;null;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;17/02/2025;false;;
;117;InfraEducativa-4513 - IED Mundo Bolivariano;CL 98 7 F 07;5;3;7;null;null;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;30/06/2025;false;;
;118;InfraEducativa-4513 - IED Tierra Santa 2;KR 6 E 60 13;5;3;7;null;null;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;30/09/2025;false;;
;119;InfraEducativa-4513 - IED Buenos Aires;CL 44 KR 5 B 46;5;3;7;null;null;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;30/06/2025;false;;
;120;InfraEducativa-4513 - IDEHUCA;KR 68 71 41;5;3;7;null;null;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;2/04/2025;false;;
;121;InfraEducativa-4513 - IED El Pueblo;CL 116 12 24;5;3;7;null;null;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;30/06/2025;false;;
;122;InfraEducativa-4513 - IED La Merced;CL 57 30 23;5;3;7;null;null;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;31/10/2025;false;;
;123;InfraEducativa-4513 - IED Jorge Robledo;KR 15 SUR 74 170;5;3;7;null;null;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;30/08/2025;false;;
;124;InfraEducativa-4513 - IED San Miguel Arcangel;KR 23 11 37;5;3;7;null;null;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;30/06/2025;false;;
;125;InfraEducativa-4513 - IED Karl Parrish;KR 27 45 277;5;3;7;null;null;$ 9.832.149.209,00;$ 2.505.106.791,00;$ 5.008.387.266,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;30/11/2025;false;;
;126;InfraEducativa-4513 - IED Pablo Neruda[Construcción];CARRERA 4A SUR #48-47;5;3;7;-74,80922929;10,92830098;$ 9.928.677.488,00;$ 3.801.762.928,00;$ 7.175.519.666,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;16/12/2024;false;;
;127;InfraEducativa-4513 - IED Carlos Meisel[Construcción];CALLE 74 #24-139;5;3;7;-74,81407896;10,97533979;$ 9.928.677.488,00;$ 3.801.762.928,00;$ 7.175.519.666,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;26/04/2025;false;;
;128;InfraEducativa-4513 - IED Alfonso Lopez [Construcción];CALLE 17 #26-45;5;3;7;-74,77445357;10,9639818;$ 9.928.677.488,00;$ 3.801.762.928,00;$ 7.175.519.666,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;10/04/2025;false;;
;129;InfraEducativa-4513 - IED Marco Fidel Suarez [Construcción];CARRERA 6B # 36B-46;5;3;7;-74,79103975;10,94208483;$ 9.928.677.488,00;$ 3.801.762.928,00;$ 7.175.519.666,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;10/03/2025;false;;
;130;InfraEducativa-4513 - IED Sarid Arteta de Vasquez Sede 2 [Construcción];CARRERA 18 # 47-72;5;3;7;-74,79938259;10,96163629;$ 9.928.677.488,00;$ 3.801.762.928,00;$ 7.175.519.666,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;31/12/2024;false;;
;131;InfraEducativa-4513 - IED La Magdalena;CALLE 41 #7-07;5;3;7;-74,79619459;10,94214971;$ 9.928.677.488,00;$ 3.801.762.928,00;$ 7.175.519.666,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;30/06/2025;false;;
;132;InfraEducativa-4513 - IED Manuel Zapata Olivella;CALLE 84 # 27 17;5;3;7;-74,8277483;10,97806157;$ 9.928.677.488,00;$ 3.801.762.928,00;$ 7.175.519.666,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;30/06/2025;false;;
;133;InfraEducativa-4513 - IED La Esmeralda;CALLE 84b #13E-26;5;3;7;-74,82460989;10,96596728;$ 9.928.677.488,00;$ 3.801.762.928,00;$ 7.175.519.666,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;30/05/2025;false;;
;134;InfraEducativa-4513 - IED Castillo La Alboraya;CALLE 41 # 8A-62;5;3;7;-74,79627438;10,94708699;$ 9.928.677.488,00;$ 3.801.762.928,00;$ 7.175.519.666,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;30/06/2025;false;;
;135;InfraEducativa-4513 - IED Villanueva;CALLE  5 #42D - 24;5;3;7;-74,7674639;10,98172281;$ 9.928.677.488,00;$ 3.801.762.928,00;$ 7.175.519.666,00;null;$ 1.505.000.000,00;$ 1.003.333.333,00;$ 157.233.711,34;null;30/05/2025;false;;
;136;Canalizacion Arroyo Calle 85;null;2;3;7;null;null;$ 117.038.433.119,00;null;$ 2.955.000.000,00;null;$ 4.216.027.200,00;null;null;null;7/08/2026;false;;
;137;Skatepark;Malecon del Rio ;11;3;7;null;null;$ 3.816.299.790,00;null;$ 1.941.049.640,25;null;$ 344.052.800,00;null;null;null;20/10/2025;false;;
;138;MallaVial-017 - Calle 30 [cra 46 y circunvalar];Calle 30 entre Av. Circunvalar y carrera 46;18;4;9;-74,78333333;10,94211111;$ 91.060.617.044,00;$ 46.725.078.849,00;$ 124.460.811.254,00;$ 124.215.276.460,00;$ 4.112.642.380,00;$ 11.778.625.055,00;$ 15.783.305.083,60;$ 14.569.655.074,60;30/06/2024;false;;
;139;MallaVial-017 - Vía Circunvalar [cra 38 y cra 12A];AVENIDA CIRCUNVALAR ENTRE CARRERAS 13 Y 38;18;4;9;-74,83602778;10,97838889;$ 60.278.012.703,00;$ 42.310.136.793,00;$ 102.588.149.496,00;$ 102.588.149.496,00;$ 2.720.010.013,00;$ 3.690.954.098,00;$ 5.267.966.682,00;$ 4.378.242.491,00;31/12/2024;false;;
;140;MallaVial-017 - Vía Cordialidad [Av.circunvalar y cra 23];AV. CORDIALIDAD ENTRE AV. CIRCUNVALAR Y CARRERA 23;18;4;9;-74,82780556;10,944;$ 90.509.645.936,00;$ 61.426.915.616,00;$ 146.459.204.484,00;$ 146.003.957.524,00;$ 1.835.997.344,00;$ 2.845.582.919,00;$ 4.381.834.767,00;$ 4.173.896.855,00;30/07/2024;false;;
;141;Arroyos-1622 - Arroyo Cra 21;Carrera 21 entre calles 30 y 53D, Calle 47B entre carreras 21 y 20, Calle 37 con carrera 21 hasta la calle 40 con carrera 13C;2;3;8;-74,79686111;10,96494444;$ 124.700.881.244,69;$ 39.170.128.141,43;$ 162.776.763.028,05;$ 167.877.481.517,42;$ 5.614.556.582,60;$ 1.219.259.205,98;$ 6.833.815.783,00;$ 6.666.763.034,00;1/01/2000;false;;
;142;Arroyos-1622 - Arroyo Cra 65;Entre carrera 45 con via 40 hasta calle 62 con carrera 45;2;4;9;-74,79258333;10,99408333;$ 87.355.066.338,00;$ 25.337.398.996,00;$ 110.069.716.016,00;$ 108.420.214.452,00;$ 3.930.695.496,00;$ 1.310.269.004,00;$ 5.036.040.607,00;$ 4.856.406.128,00;1/01/2000;false;;
;143;Arroyos-1622 - Arroyo Felicidad;Desde la Calle 48 con carrera 54 hasta la calle 57 con carrera 27;2;3;8;-74,79063889;10,98408333;$ 123.004.386.348,00;$ 75.294.373.694,00;$ 190.796.795.624,47;$ 184.751.315.764,00;$ 3.000.000.000,00;$ 550.970.000,00;$ 2.920.132.061,00;$ 2.920.132.061,00;1/01/2000;false;;
;144;Parques-VI - Parque las Estrellas ;K 36 Y 35B C 84 Y 87;21;4;11;-74,83141204;10,98153825;$ 56.978.814.090,90;$ 29.998.375.894,50;$ 82.621.834.145,40;$ 80.247.799.743,71;$ 2.000.000.000,00;$ 1.300.000.000,00;$ 3.300.000.000,00;$ 696.926.850,00;30/06/2024;false;;
;145;Parques-VI - Parque las Palmeras;C 46K K 3A;21;4;11;-74,80514167;10,93059722;$ 56.978.814.090,90;$ 29.998.375.894,50;$ 82.621.834.145,40;$ 80.247.799.743,71;$ 2.000.000.000,00;$ 1.300.000.000,00;$ 3.300.000.000,00;$ 696.926.850,00;23/02/2024;false;;
;146;Parques-VI - Parque Pequeños gigantes;C 46C y 46E K 16 SUR y 16A SUR;21;4;11;-74,80376389;10,92248611;$ 56.978.814.090,90;$ 29.998.375.894,50;$ 82.621.834.145,40;$ 80.247.799.743,71;$ 2.000.000.000,00;$ 1.300.000.000,00;$ 3.300.000.000,00;$ 696.926.850,00;6/04/2024;false;;
;147;Parques-VI - Parque El Limon 2;C 34 K 5C Y 6;21;4;11;-74,78708889;10,94159444;$ 56.978.814.090,90;$ 29.998.375.894,50;$ 82.621.834.145,40;$ 80.247.799.743,71;$ 2.000.000.000,00;$ 1.300.000.000,00;$ 3.300.000.000,00;$ 696.926.850,00;12/04/2024;false;;
;148;Parques-VI - Parque El Milagro ;C 38 K 1H;21;3;7;-74,79334722;10,93343611;$ 56.978.814.090,90;$ 29.998.375.894,50;$ 82.621.834.145,40;$ 80.247.799.743,71;$ 2.000.000.000,00;$ 1.300.000.000,00;$ 3.300.000.000,00;$ 696.926.850,00;30/05/2024;false;;
;149;Parques-VI - Parque Concha Conidec;C 49 K 5B Sur;21;4;11;-74,81055;10,92756944;$ 56.978.814.090,90;$ 29.998.375.894,50;$ 82.621.834.145,40;$ 80.247.799.743,71;$ 2.000.000.000,00;$ 1.300.000.000,00;$ 3.300.000.000,00;$ 696.926.850,00;30/06/2024;false;;
;150;Parques-VI - Parque karla Gonzalez - Argos;C 96 K72;21;4;9;-74,81744444;11,02318611;null;null;null;null;null;null;null;null;16/04/2024;false;;
;151;Parques-VI - Parque la Castellana - Argos;K 65 C 99;21;4;11;-74,82229167;11,02207778;null;null;null;null;null;null;null;null;11/04/2024;false;;
;152;Parques-VI - Parque Villas de San Pablo;C 134 K 9G;21;4;9;-74,85892222;10,95884167;null;null;null;null;null;null;null;null;29/05/2024;false;;
;153;Parques-VII - Grupo 1 Parque Malecon Sur Oriente;K23 C28 - K27 C8;21;3;7;-74,77976542;10,96410245;$ 14.410.669.633,39;$ 7.888.974.454,13;$ 14.754.018.928,04;$ 7.685.122.675,45;$ 755.725.795,04;null;null;null;null;true;;
;154;Parques-VII - Grupo 2 Parque Unidad Deportiva la Magdalena;K 6B C 35B;21;3;7;-74,79299722;10,94305278;$ 14.858.229.465,61;null;null;null;$ 776.678.385,74;null;null;null;null;true;;
;155;Parques-VII - Grupo 3 Cancha De Minifutbol Ciudad Modesto;K 12A C 94;21;3;9;-74,82960833;10,96256389;$ 1.367.266.701,31;null;null;null;$ 68.363.335,06;null;null;null;null;true;;
;156;Parques-VII - Grupo 3 Parque Productivo - Huerta Urbana Villas de San Pablo;C 134 K 28;21;3;7;-74,86514167;10,95898611;$ 1.698.178.406,76;null;null;null;$ 84.908.920,33;null;null;null;null;true;;
;157;Parques-VII - Grupo 3 Parque La Union II;K 16 C 31;21;3;9;-74,78822778;10,95260556;$ 1.255.458.327,21;null;null;null;$ 62.772.916,35;null;null;null;null;true;;
;158;Parques-VII - Grupo 3 Parque Residual las Americas;K 4 C54;21;3;9;-74811994;10943792;$ 211.175.872,00;null;null;null;null;null;null;null;null;true;;
;159;Parques-VII - Grupo 4 Parque Villa Cordialidad;C 73C K 13;21;3;7;-74,86169167;10,93968333;$ 2.031.825.182,67;null;null;null;$ 101.591.259,12;null;null;null;null;true;;
;160;Parques-VII - Grupo 4 Parque Villa San Pedro;K 6P Y 6Q - C 102 Y 102A;21;3;9;-74,83341389;10,94809167;$ 351.603.779,25;null;null;null;$ 17.580.188,96;null;null;null;null;true;;
;161;Parques-VII - Grupo 4 Parque Jorge Robledo Ortiz;K 15 C 73 AV. Circunvalar;21;3;7;-74,82017778;10,925025;$ 3.331.625.077,18;null;null;null;$ 166.581.253,84;null;null;null;null;true;;
;162;Parques-VII - Grupo 4 Parque El 5 y 6;K 6 C 74A;21;3;7;-74,81907222;10,94678889;$ 420.208.336,41;null;null;null;$ 21.010.416,82;null;null;null;null;true;;
;163;Parques-VII - Grupo 4 Parque Roble Morado;K 8 Sur C 50C;21;3;7;-74,81285833;10,92600833;$ 347.526.114,56;null;null;null;$ 17.376.305,73;null;null;null;null;true;;
;164;Parques-VII - Grupo 5 Cancha Villa del Carmen;C 73C K 13;21;3;7;-74,81826944;10,96459167;$ 2.776.348.571,41;null;null;null;$ 138.817.428,56;null;null;null;null;true;;
;165;Parques-VII - Grupo 5 Parque La Pradera;C 114 Y 115 K 31;21;3;9;-74,83860545;10,97846253;$ 1.764.119.630,11;null;null;null;$ 88.205.981,50;null;null;null;null;true;;
;166;Parques-VII - Grupo 5 Parque Bulevar Caribe Verde Fase 1;C 110 K 9G;21;3;7;-74,85695556;10,95913056;$ 1.461.764.255,00;null;null;null;$ 73.088.212,74;null;null;null;null;true;;
;167;Parques-VII - Grupo 5 Parque Juan Mina;VÍA 11 C 6;21;3;9;-74,89185278;10,95803056;$ 790.423.605,25;null;null;null;$ 39.521.180,26;null;null;null;null;true;;
;168;Parques-VII - Grupo 5 Parque Virgencita de los Trupillos;K 21E C 27B;21;3;9;-74,78409444;10,95936667;$ 654.899.054,07;null;null;null;$ 32.744.952,70;null;null;null;null;true;;
;169;Parques-VII - Grupo 5 Parque El Gusanito;K 16A C 27B;21;3;7;-74,78312107;10,95329253;$ 403.890.345,44;null;null;null;$ 20.194.517,27;null;null;null;null;true;;
;170;Parques-VII - Grupo 5 Parque Las 5 Estrellas;C 84B K 37;21;3;7;-74,83068056;10,98264722;$ 274.932.507,26;null;null;null;$ 13.746.625,36;null;null;null;null;true;;
;171;Parques-VII - Grupo 6 Parque Siete Bocas;C 62 K 2 Y 2C TRANV. 1C;21;3;7;-74,81597778;10,93636944;$ 1.767.084.632,88;null;null;null;$ 88.354.231,63;null;null;null;null;true;;
;172;Parques-VII - Grupo 6 Cancha Las Terrazas - Villa del Rosario;C 83A K 35;21;3;9;-74,82688333;10,982375;$ 2.047.915.367,37;null;null;null;$ 102.395.768,36;null;null;null;null;true;;
;173;Parques-VII - Grupo 6 Cancha los Tubos;K 1C C41C;21;3;7;-74,79522222;10,93044722;$ 1.241.353.589,71;null;null;null;$ 62.067.679,48;null;null;null;null;true;;
;174;Parques-VII - Grupo 6 Cancha el Brasil;TRANSV. 5C C 55C;21;3;9;-74,81261389;10,94841667;$ 414.691.624,49;null;null;null;$ 20.734.581,22;null;null;null;null;true;;
;175;Parques-VII - Grupo 6 Parque La Solución;C 32 K 7D;21;3;7;-74,78675556;10,94898889;$ 1.975.798.196,91;null;null;null;$ 98.789.909,83;null;null;null;null;true;;
;176;Parques-VII - Grupo 7 Parque El Pekin -  La 16;K 20 C 16;21;3;7;-74,77395278;10,95761667;$ 908.712.033,76;null;null;null;$ 45.435.601,68;null;null;null;null;true;;
;177;Parques-VII - Grupo 7 Cancha La Monumental De Happy;CALLE 78 CON CARRERA 9SUR;21;3;7;-74,82088889;10,9284;$ 956.146.792,06;null;null;null;$ 47.807.339,60;null;null;null;null;true;;
;178;Parques-VII - Grupo 7 Parque San Felipe;C 70C K 24B;21;3;9;null;null;$ 755.584.900,06;null;null;null;$ 37.779.245,00;null;null;null;null;true;;
;179;Parques-VII - Grupo 7 Cancha de Minifutbol 7 de Abril; K 15 SUR 73 20;21;3;7;-74,81943056;10,92460556;$ 843.522.574,11;null;null;null;$ 42.176.128,70;null;null;null;null;true;;
;180;Parques-VII - Grupo 7 Parque Los Trupillos 2;K 21E C 27B;21;3;7;null;null;$ 1.992.485.944,40;null;$ 332.647.297,00;null;$ 99.624.297,21;null;null;null;null;true;;
;181;Parques-VII - Grupo 7 Cancha Barranquilla;-0,005;21;;null;45372;null;null;null;null;null;null;null;null;null;null;false;;
;182;Parques-VII - Grupo 7 Parque Las Nieves II;K15 C24;21;3;9;null;null;$ 1.562.481.069,86;null;null;null;$ 78.124.053,48;null;null;null;null;true;;
;183;Parques-VII - Grupo 7 Parque Villa Campito;K10 C 36B;21;3;9;-74,79178056;10,95044167;$ 462.608.956,57;null;null;null;$ 23.130.447,83;null;null;null;null;true;;
;184;Parque-VIII-Grupo 1 BULEVAR DE SIMON BOLIVAR;C 19 K 1B Y 7C;21;2;6;-74,77758202;10,94247181;null;null;null;null;null;null;null;null;null;false;;
;185;Parque-VIII-Grupo 1 PARQUE LAS DUNAS ;CL 36A Y 36B C K 3B;21;2;6;-74,7911363;10,93773048;null;null;null;null;null;null;null;null;null;false;;
;186;Parque-VIII-Grupo 1 CANCHA EL EDEN;C 103 K 29 ;21;2;6;-74,83360085;10,97646055;null;null;null;null;null;null;null;null;null;false;;
;187;Parque-VIII-Grupo 1 CANCHA LA ESMERALDA METRO BARRO ;K 16 DIAGONAL 74-74A;21;2;6;-74,81870634;10,96810993;null;null;null;null;null;null;null;null;null;false;;
;188;Parque-VIII-Grupo 1 CANCHA SANTA MARTA;K 5C C 19;21;2;6;-74,7774834;10,94460148;null;null;null;null;null;null;null;null;null;false;;
;189;Parque-VIII-Grupo 1 CANCHA SIMON BOLIVAR;K 4C Y 5 C 19 Y 23;21;2;6;-74,77823219;10,94277974;null;null;null;null;null;null;null;null;null;false;;
;190;Parque-VIII-Grupo 2 BULEVAR LAS GARDENIAS;C 98C K1E 3C;21;2;6;-74,829017;10,939278;null;null;null;null;null;null;null;null;null;false;;
;191;Parque-VIII-Grupo 2 CANCHA SANTA CRUZ;K 1B2 - CL 46J Y 46G ;21;2;6;-74,8040632;10,93186287;null;null;null;null;null;null;null;null;null;false;;
;192;Parque-VIII-Grupo 2 PARQUE LOS GIRASOLES;K14 SUR CALLE 47A;21;2;6;-74,805534;10,923495;null;null;null;null;null;null;null;null;null;false;;
;193;Parque-VIII-Grupo 2 PARQUE LA CEIBA;K 14 C 60;21;2;6;-74,807135;10,960249;null;null;null;null;null;null;null;null;null;false;;
;194;Parque-VIII-Grupo 2 CANCHA LA MONA;null;21;2;6;-7477212500;10.955128°;null;null;null;null;null;null;null;null;null;false;;
;195;Parque-VIII-Grupo 2 CANCHA ROCA PIEDRA ;C45 E K1J;21;2;6;-74,801965;10,932651;null;null;null;null;null;null;null;null;null;false;;
;196;"Parque-VIII-Grupo 2 CANCHA DE MICROFUTBOL ""SOCIEDAD DE CRISTO""";K 26C4 C 79;21;2;6;-74,818121;10,979363;null;null;null;null;null;null;null;null;null;false;;
;197;Parque-VIII-Grupo 2 CANCHA SANTA MARIA ;KR 3B SUR C 77;21;2;6;-74,819485;10,931673;null;null;null;null;null;null;null;null;null;false;;
;198;Parque-VIII-Grupo 2 PARQUE Y CANCHA EL PANA;K 2G 53B 15;21;2;6;-74,81439951;10,93944905;null;null;null;null;null;null;null;null;null;false;;
;199;Parque-VIII-Grupo 2 PARQUE LAS PALMAS 2;C 33 Y 33A K 8;21;2;6;-74,78764411;10,94754859;null;null;null;null;null;null;null;null;null;false;;
;200;Parque-VIII-Grupo 3 MALECON DE REBOLO - CALLE 30;C 29 Y 30 K  21B;21;3;7;-74,78347958;10,96012034;null;null;null;null;null;null;null;null;null;false;;
;201;Parque-VIII-Grupo 3 ECOPARQUE METROPOLITANO;C 46 Kk 12A SUR;21;3;null;-74,80083198;10,92461081;null;null;null;null;null;null;null;null;null;false;;
;202;Parque-VIII-Grupo 3 PARQUE URBANIZACIÓN LA PLAYA;K 24 C 9 Y 9A;21;3;7;-74,86960947;11,02321035;null;null;null;null;null;null;null;null;null;false;;
;203;Parque-VIII-Grupo 3 PARQUE LOS MUÑECOS;K 1B Y 1C C 42;21;3;7;-74,7967476;10,93104217;null;null;null;null;null;null;null;null;null;false;;
;204;Parque-VIII-Grupo 3 CANCHA CEVILLAR;K 14 C 54;21;3;null;-74,80198094;10,95656316;null;null;null;null;null;null;null;null;null;false;;
;205;Parque-VIII-Grupo 3 CANCHA JUAN MINA ;CL8 K7 ;21;3;7;-74,89452986;10,95569943;null;null;null;null;null;null;null;null;null;false;;
;206;Parque-VIII-Grupo 3 PARQUE PRADITO;C 46A K 1C;21;3;null;-74,803003;10,931181;null;null;null;null;null;null;null;null;null;false;;
;207;Parque-VIII-Grupo 3 PARQUE CAMPO ALEGRE 3;K 41A - CL 84B ;21;3;null;-74,83216934;10,98726525;null;null;null;null;null;null;null;null;null;false;;
;208;Parque-VIII-Grupo 3 PARQUE VILLAS DE SAN PABLO - EXTENCIÓN;K 9G C 134;21;3;null;-74,85738;10,960361;null;null;null;null;null;null;null;null;null;false;;
;209;Parque-VIII-Grupo 3 CANCHA VILLA SAN PEDRO;K 6P Y 6Q - C 102 Y 102A;21;3;null;-74,83241024;10,95062526;null;null;null;null;null;null;null;null;null;false;;
;210;Parque-VIII-Grupo 3 PARQUE LA ESMERALDA  - DIAGONAL 77 K21B;DIAGONAL 77 K21B;21;3;null;-74,821918;10,969026;null;null;null;null;null;null;null;null;null;false;;
;211;Parque-VIII-Grupo 3 PLACITA LOS PESCADORES;K 87 Y 88 C 109;21;3;null;-74,82700257;11,0412195;null;null;null;null;null;null;null;null;null;false;;
;212;Parque-VIII-Grupo 8 PARQUE CRISTO RESUCITADO - LA PLAYA;K 10 C 15;21;2;null;-74,865668;11,032723;null;null;null;null;null;null;null;null;null;false;;
;213;Parque-VIII-Grupo 3 ESPACIO RESIDUAL SANTA MARIA;KR 1 CL 79;21;3;null;-74,820178;10,932889;null;null;null;null;null;null;null;null;null;false;;
;214;Parque-VIII-Grupo 3 PARQUE VILLA SAN PEDRO 1;C 96A K 6C Y 6D ;21;3;null;-74,82805712;10,94478829;null;null;null;null;null;null;null;null;null;false;;
;215;Parque-VIII-Grupo 3 PARQUE MIRAMAR - CICLOMONTAÑISMO;K 42F C99A;21;3;7;-74,834842;10,998261;null;null;null;null;null;null;null;null;null;false;;
;216;Parque-VIII-Grupo 4 PARQUE BARLOVENTO;VIA 40 CON CARRERA 50;21;3;null;-74,77829797;10,98917354;null;null;null;null;null;null;null;null;null;false;;
;217;Parque-VIII-Grupo 4 PARQUE CIUDAD MODESTO 2;K 13B C 84;21;3;7;-74,825894;10,965281;null;null;null;null;null;null;null;null;null;false;;
